UniqueID,disbursed_amount,asset_cost,ltv,branch_id,supplier_id,manufacturer_id,Current_pincode_ID,Date.of.Birth,Employment.Type,DisbursalDate,State_ID,Employee_code_ID,MobileNo_Avl_Flag,Aadhar_flag,PAN_flag,VoterID_flag,Driving_flag,Passport_flag,PERFORM_CNS.SCORE,PERFORM_CNS.SCORE.DESCRIPTION,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,AVERAGE.ACCT.AGE,CREDIT.HISTORY.LENGTH,NO.OF_INQUIRIES,loan_default
503131,48249,74937,66.59,63,16309,45,7097,15-01-97,Salaried,12/9/2018,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
614690,49078,63976,79.72,63,16309,45,7110,1/1/1976,Salaried,24-10-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
496950,33939,61346,57.87,63,16309,45,7093,22-02-95,Salaried,8/9/2018,10,998,1,1,0,0,0,0,763,B-Very Low Risk,2,1,0,0,16200,16200,0,0,0,0,0,0,2129,0,0,1,0yrs 8mon,0yrs 8mon,0,0
421822,52578,60058,89.91,63,16309,45,7103,29-12-89,Salaried,4/8/2018,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
427220,48149,61346,81.18,63,16309,45,7086,1/1/1976,Salaried,8/8/2018,10,998,1,1,0,0,0,0,679,F-Low Risk,4,1,0,3206,9300,9300,0,0,0,0,0,0,4197,0,1,0,0yrs 9mon,1yrs 8mon,1,0
456135,47349,64552,75.91,63,16309,45,7114,24-03-92,Salaried,22-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
456613,42394,60026,73.3,63,16309,45,7105,5/7/1994,Self employed,22-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
560500,58013,68162,87.29,63,16309,45,7084,21-03-93,Salaried,6/10/2018,10,998,1,1,0,0,0,0,503,K-High Risk,36,21,0,576327,649729,653286,0,0,0,0,0,0,10393,0,14,0,0yrs 6mon,1yrs 7mon,3,0
512969,50600,67276,77,63,16309,45,7092,1/1/1984,Salaried,17-09-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
601786,61213,75759,81.84,63,16309,45,7093,1/1/1980,Self employed,22-10-18,10,998,1,1,0,0,0,0,499,K-High Risk,4,2,1,48909,176549,176549,0,0,0,0,0,0,2758,0,0,0,1yrs 2mon,2yrs 10mon,0,0
430141,55259,66308,85.96,63,18050,86,7086,26-02-73,Self employed,9/8/2018,10,998,1,1,0,0,0,0,719,D-Very Low Risk,8,2,0,118993,138500,138500,0,0,0,0,0,0,2716,0,1,0,1yrs 0mon,2yrs 1mon,0,0
537418,50803,65987,78.8,63,16309,45,7093,1/1/1997,Self employed,26-09-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
569742,48445,63267,77.92,63,16309,45,7092,1/1/1987,Self employed,11/10/2018,10,998,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,996,0,0,0,0yrs 8mon,0yrs 10mon,0,0
445766,50803,62583,83.89,63,16309,45,7106,1/1/1974,Salaried,17-08-18,10,998,1,1,0,0,0,0,596,I-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7yrs 11mon,7yrs 11mon,1,0
580753,48278,67933,73.9,63,16309,45,7110,1/1/1982,Salaried,15-10-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
596475,33384,68276,49.65,63,16309,45,7085,26-01-89,Salaried,21-10-18,10,998,1,1,0,0,0,0,615,H-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 6mon,1yrs 6mon,0,0
555667,42972,72053,62.45,63,16309,45,7092,15-02-81,Salaried,3/10/2018,10,998,1,1,0,0,0,0,738,C-Very Low Risk,3,2,0,320178,511990,511990,0,0,0,0,0,0,0,0,1,0,1yrs 3mon,2yrs 3mon,0,0
505363,35939,59545,62.98,63,16309,45,7086,1/1/1986,Self employed,14-09-18,10,998,1,1,0,0,0,0,738,C-Very Low Risk,3,2,0,5666,11500,11500,0,0,0,0,0,0,1481,0,1,0,1yrs 1mon,2yrs 4mon,1,0
562421,54759,67276,83.98,63,16309,45,7093,10/11/1991,Salaried,8/10/2018,10,998,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1732,0,0,0,0yrs 6mon,0yrs 6mon,0,0
423121,44349,53678,85.7,63,16309,45,7124,13-11-93,Salaried,6/8/2018,10,998,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,10500,21000,21000,0,0,0,0,0,0,1750,0,1,0,0yrs 2mon,0yrs 2mon,0,0
571357,55759,70862,79.73,63,16309,45,7084,13-08-89,Salaried,12/10/2018,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
492826,57013,65987,89.41,63,16309,45,7086,7/4/1992,Self employed,6/9/2018,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
498651,27529,60834,47.67,63,16309,45,7099,24-02-91,Self employed,10/9/2018,10,998,1,1,0,0,0,0,513,K-High Risk,4,2,1,84720,116589,116589,0,0,0,0,0,0,4397,0,1,0,0yrs 6mon,1yrs 1mon,1,0
609242,48045,69367,71.94,63,16309,45,7093,5/5/1998,,23-10-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
543080,54513,67276,83.98,63,16309,45,7108,1/1/1965,Self employed,27-09-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
618058,62847,74591,87.01,63,16309,45,7084,29-09-82,Salaried,25-10-18,10,998,1,1,0,0,0,0,305,L-Very High Risk,17,2,2,30021,50000,50000,0,0,0,0,0,0,2888,0,0,3,1yrs 0mon,3yrs 0mon,0,0
601299,51303,69367,75.68,63,16309,45,7108,1/1/1993,Self employed,22-10-18,10,998,1,1,0,0,0,0,585,I-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2yrs 0mon,2yrs 0mon,2,1
425684,51578,59545,89.01,63,16309,45,7093,1/1/1987,Self employed,7/8/2018,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
459040,50303,67064,77.54,63,16309,45,7084,5/5/1981,Self employed,23-08-18,10,998,1,1,0,0,0,0,699,E-Low Risk,10,8,0,95220,194470,194470,0,0,0,0,0,0,5354,0,4,0,0yrs 9mon,2yrs 6mon,1,0
466695,43394,62433,72.08,63,18050,86,7083,21-06-75,Salaried,27-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
574983,50303,69367,73.52,63,16309,45,7092,1/1/1996,Salaried,13-10-18,10,998,1,1,0,0,0,0,417,K-High Risk,2,1,1,14,14,14,0,0,0,0,0,0,2072,0,0,0,0yrs 0mon,0yrs 0mon,1,0
568019,52078,63160,85.5,63,16309,45,7086,3/5/1994,Salaried,10/10/2018,10,998,1,1,0,0,0,0,608,H-Medium Risk,4,1,0,22163,45180,45180,0,0,0,0,0,0,5694,0,0,0,1yrs 3mon,2yrs 1mon,0,0
571910,59213,67933,89.06,63,16309,45,7083,1/1/1970,Salaried,12/10/2018,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
631520,60447,69367,88.66,63,16309,45,7085,1/1/1976,Salaried,27-10-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
429802,42894,66023,67.4,63,18050,86,7087,11/4/1987,Salaried,9/8/2018,10,998,1,1,0,0,0,0,749,C-Very Low Risk,4,3,0,29786,67100,67100,0,0,0,0,0,0,0,0,0,0,1yrs 7mon,3yrs 2mon,0,0
563196,48649,60136,81.98,63,16309,45,7093,19-05-85,Salaried,8/10/2018,10,998,1,1,0,0,0,0,738,C-Very Low Risk,1,1,0,5300,15900,15900,0,0,0,0,0,0,1325,0,1,0,0yrs 4mon,0yrs 4mon,0,0
563202,56513,69547,84.12,63,16309,45,7093,23-01-95,Salaried,8/10/2018,10,998,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1235,0,0,0,0yrs 8mon,0yrs 8mon,0,0
427538,51803,60058,88.25,63,16309,45,7084,19-01-79,Salaried,8/8/2018,10,998,1,1,0,0,0,0,300,M-Very High Risk,2,1,2,26196,47187,47187,0,0,0,0,0,0,2433,0,0,0,3yrs 7mon,4yrs 6mon,1,1
648883,56513,65276,88.09,63,16309,45,7106,7/8/1982,Salaried,31-10-18,10,998,1,1,0,0,0,0,706,D-Very Low Risk,4,1,0,383765,410000,410000,0,0,0,0,0,0,24377,0,1,0,2yrs 4mon,3yrs 11mon,0,0
570975,40394,68162,60.15,63,16309,45,7084,17-04-83,Salaried,12/10/2018,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
488111,45349,64338,73.05,63,18050,86,7094,1/1/1985,Self employed,3/9/2018,10,998,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,18890,20000,20000,1,0,0,0,0,0,2328,3290,1,0,0yrs 8mon,1yrs 1mon,1,1
447737,45849,61346,76.61,63,16309,45,7108,29-12-76,Self employed,18-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
485779,32484,61346,55.42,63,16309,45,7085,25-08-98,,31-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
516503,49078,59654,85.49,63,16309,45,7092,10/8/1978,Self employed,19-09-18,10,998,1,1,0,0,0,0,649,G-Low Risk,1,1,0,0,250000,250000,0,0,0,0,0,0,4167,0,0,0,5yrs 5mon,5yrs 5mon,0,0
527184,51503,65987,79.86,63,16309,45,7084,11/4/1992,Salaried,21-09-18,10,998,1,1,0,0,0,0,427,K-High Risk,3,1,1,1104,10000,10000,0,0,0,0,0,0,0,0,0,0,1yrs 9mon,2yrs 2mon,1,1
488350,54513,66136,84.67,63,16309,45,7114,1/1/1979,Self employed,4/9/2018,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
610831,40394,67933,60.35,63,16309,45,7086,10/11/1967,Salaried,24-10-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
541305,54813,74937,74.46,63,16309,45,7110,10/5/1994,Salaried,27-09-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
491429,21574,56402,40.78,63,16309,45,7085,12/1/1970,Self employed,5/9/2018,10,998,1,1,0,0,0,0,721,D-Very Low Risk,7,3,0,46000,88000,88000,3,0,0,0,0,0,2331,0,1,0,1yrs 5mon,3yrs 9mon,0,0
527150,43845,61346,73.68,63,16309,45,7108,1/1/1983,Self employed,21-09-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
619872,48645,61081,81.04,63,16309,45,7097,25-03-80,Salaried,25-10-18,10,998,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,90142,110000,110000,0,0,0,0,0,0,0,0,0,0,0yrs 9mon,1yrs 1mon,0,0
458872,45349,66136,71.07,63,16309,45,7103,3/8/1990,Salaried,23-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
627401,57013,69367,83.61,63,16309,45,7089,30-12-89,Salaried,26-10-18,10,998,1,1,0,0,0,0,690,E-Low Risk,2,1,0,0,46479,46479,0,0,0,0,0,0,1547,0,0,1,1yrs 8mon,2yrs 8mon,1,0
424397,39394,66595,61.57,63,16309,45,7111,1/1/1973,Self employed,6/8/2018,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
638880,47449,75759,63.49,63,16309,45,7106,15-12-93,Salaried,29-10-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
544354,61947,74937,85.41,63,16309,45,7090,4/2/1985,Salaried,28-09-18,10,998,1,1,0,0,0,0,762,B-Very Low Risk,1,1,0,4471,46184,46184,0,0,0,0,0,0,2381,0,0,1,1yrs 11mon,1yrs 11mon,0,0
432506,55259,67167,84.86,63,16309,45,7086,25-07-74,Self employed,11/8/2018,10,998,1,1,0,0,0,0,683,E-Low Risk,2,1,0,50601,50000,50000,0,0,0,0,0,0,51102,0,0,0,0yrs 6mon,0yrs 11mon,0,0
464474,50578,61346,84.77,63,16309,45,7086,23-03-79,Salaried,25-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
547922,34075,60564,58.29,63,16309,45,7091,1/1/1993,Salaried,29-09-18,10,998,1,1,0,0,0,0,624,H-Medium Risk,1,1,1,1530,9185,9185,0,0,0,0,0,0,1531,0,0,1,0yrs 6mon,0yrs 6mon,0,1
592721,40394,67933,60.35,63,16309,45,7108,13-12-95,Self employed,20-10-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
438496,53078,61346,88.84,63,16309,45,7093,21-10-98,,14-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
421496,49753,66652,78.77,63,16309,45,7110,1/1/1994,Salaried,4/8/2018,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
477424,54759,67167,83.37,63,16309,45,7087,1/1/1979,Salaried,30-08-18,10,998,1,1,0,0,0,0,300,M-Very High Risk,3,2,2,138499,490000,490000,0,0,0,0,0,0,5370,0,0,1,3yrs 6mon,4yrs 4mon,0,0
631558,36439,74591,49.6,63,16309,45,7094,3/5/1997,Self employed,27-10-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
500270,53803,65987,83.35,63,16309,45,7108,28-10-99,,11/9/2018,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
541079,40094,64469,63.13,63,16309,45,7086,23-12-88,Self employed,27-09-18,10,998,1,1,0,0,0,0,707,D-Very Low Risk,8,6,0,120231,193293,193293,0,0,0,0,0,0,10949,0,3,0,0yrs 9mon,1yrs 9mon,0,0
438622,67169,94842,72.75,63,16388,51,7111,1/1/1981,Self employed,14-08-18,10,998,1,1,0,0,0,0,714,D-Very Low Risk,1,1,0,44055,50000,50000,0,0,0,0,0,0,0,0,0,0,4yrs 3mon,4yrs 3mon,0,0
642168,51078,63976,81.28,63,16309,45,7108,1/1/1973,Self employed,30-10-18,10,998,1,1,0,0,0,0,710,D-Very Low Risk,3,3,0,36087,45155,45155,0,0,0,0,0,0,3943,0,3,0,0yrs 2mon,0yrs 4mon,1,0
442872,44349,62583,73.5,63,16309,45,7110,2/2/1996,Salaried,16-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
607477,42894,68276,65.18,63,16309,45,7085,3/6/1978,Salaried,23-10-18,10,998,1,1,0,0,0,0,428,K-High Risk,4,2,0,6675,93750,93750,0,0,0,0,0,0,2575,0,0,1,2yrs 2mon,4yrs 2mon,2,1
566474,55513,63160,89.46,63,16309,45,7103,1/1/1981,Self employed,10/10/2018,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
509432,50803,67276,78.04,63,16309,45,7108,1/1/1981,Salaried,15-09-18,10,998,1,1,0,0,0,0,651,F-Low Risk,13,5,0,101756,122499,122499,0,0,0,0,0,0,20220,0,5,1,0yrs 9mon,2yrs 0mon,2,0
511473,50078,65987,78.8,63,16309,45,7099,1/1/1979,Self employed,17-09-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
596175,52803,68809,79.2,63,22003,86,7092,23-10-91,Salaried,21-10-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
464734,44445,61346,75.47,63,16309,45,7111,1/1/1996,Salaried,25-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,0
611261,40394,69367,59.11,63,16309,45,7100,26-01-90,Salaried,24-10-18,10,998,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
559555,32984,65987,50.77,63,16309,45,7085,7/1/1997,Self employed,6/10/2018,10,998,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,7802,10442,10442,0,0,0,0,0,0,1565,0,1,0,0yrs 4mon,0yrs 6mon,0,0
516540,50303,69009,75.35,63,17066,86,7098,1/1/1981,Self employed,19-09-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
489118,53078,61346,88.84,63,16309,45,7085,7/12/1989,Salaried,4/9/2018,10,998,1,1,0,0,0,0,708,D-Very Low Risk,6,5,0,56393,97298,97298,0,0,0,0,0,0,9078,0,5,0,0yrs 3mon,0yrs 7mon,2,1
617657,42394,69367,63.43,63,16309,45,7087,1/1/1997,Salaried,25-10-18,10,998,1,1,0,0,0,0,417,K-High Risk,1,1,1,2313,8098,8098,0,0,0,0,0,0,1157,0,0,0,1yrs 3mon,1yrs 3mon,2,0
443916,44349,62583,73.5,63,16309,45,7093,1/1/1997,Salaried,17-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
436161,45145,62374,74.55,63,16388,51,7093,5/9/1964,Salaried,13-08-18,10,998,1,1,0,0,0,0,732,D-Very Low Risk,9,3,2,6447,24105,24105,0,0,0,0,0,0,11158,0,1,0,2yrs 7mon,5yrs 8mon,0,0
524006,57513,67276,87.7,63,16309,45,7093,1/1/1972,Self employed,20-09-18,10,998,1,1,0,0,0,0,17,Not Scored: Not Enough Info available on the customer,1,1,0,8549,11207,11207,0,0,0,0,0,0,1513,0,1,0,0yrs 2mon,0yrs 2mon,1,0
462149,48578,56402,89.54,63,16309,45,7103,1/1/1984,Self employed,24-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
643736,43394,72869,60.38,63,16309,45,7086,1/1/1988,Self employed,30-10-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1yrs 0mon,1yrs 0mon,0,0
585869,56259,71019,81.67,63,17066,86,7093,4/5/1990,Self employed,17-10-18,10,998,1,1,0,0,0,0,593,I-Medium Risk,1,0,0,0,0,0,0,0,0,0,0,0,1043,0,0,1,0yrs 9mon,0yrs 9mon,0,1
457044,26529,62433,44.85,63,18050,86,7083,1/8/1994,Self employed,22-08-18,10,998,1,1,1,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
448192,48578,61346,82.32,63,16309,45,7099,1/1/1995,Self employed,18-08-18,10,998,1,1,0,0,0,0,825,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,2467,0,0,0,0yrs 6mon,0yrs 6mon,0,0
520419,55513,64646,88.95,63,16309,45,7093,1/1/1985,Self employed,20-09-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,1,1
531484,34384,71945,48.51,63,16309,45,7091,1/1/1981,Self employed,24-09-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
592647,57259,67740,85.62,63,16309,45,7092,10/11/1988,Salaried,20-10-18,10,998,1,0,0,1,0,0,708,D-Very Low Risk,6,3,0,22000,48400,48400,0,0,0,0,0,0,0,0,3,0,0yrs 8mon,1yrs 1mon,0,0
555819,53078,65987,82.59,63,16309,45,7093,10/1/1988,Salaried,3/10/2018,10,998,1,1,0,0,0,0,681,E-Low Risk,1,1,0,6200,15500,15500,0,0,0,0,0,0,0,0,0,1,0yrs 7mon,0yrs 7mon,0,0
644704,71123,103405,69.63,63,16388,51,7093,4/6/1970,Self employed,30-10-18,10,998,1,1,0,0,0,0,691,E-Low Risk,1,1,0,10577,34000,34000,0,0,0,0,0,0,0,0,0,0,7yrs 0mon,7yrs 0mon,0,0
537691,53078,65987,81.83,63,16309,45,7085,26-06-91,Salaried,26-09-18,10,998,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,120373,125000,125000,0,0,0,0,0,0,8952,0,1,0,0yrs 5mon,0yrs 7mon,1,0
494239,49303,66686,76.48,63,16309,45,7085,10/11/1986,Salaried,7/9/2018,10,998,1,1,0,0,0,0,810,A-Very Low Risk,2,1,0,0,30000,5037,0,0,0,0,0,0,8422,0,1,0,1yrs 10mon,3yrs 6mon,0,0
495092,56513,66219,88.34,63,16309,45,7108,1/1/1994,Salaried,7/9/2018,10,998,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,10378,13484,13484,0,0,0,0,0,0,5022,0,1,0,0yrs 5mon,0yrs 7mon,0,1
488772,45849,63407,74.91,63,16309,45,7093,5/7/1990,Salaried,4/9/2018,10,998,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,2429,0,0,0,0yrs 8mon,0yrs 8mon,0,0
531764,57513,65987,89.41,63,16309,45,7108,7/2/1986,Self employed,24-09-18,10,998,1,1,0,0,0,0,640,G-Low Risk,2,1,0,12976,17340,17340,0,0,0,0,0,0,0,0,1,0,1yrs 2mon,2yrs 2mon,0,0
532116,64382,77083,85.62,63,16309,45,7084,1/1/1969,Salaried,24-09-18,10,998,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,2030,0,0,0,0yrs 7mon,0yrs 7mon,0,0
470278,51778,60058,89.41,63,16309,45,7089,11/2/1999,,28-08-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
546215,41394,61346,70.09,63,16309,45,7084,9/9/1994,Salaried,28-09-18,10,998,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
468084,28029,46647,63.24,63,16388,51,7110,1/1/1982,Self employed,28-08-18,10,998,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,435458,435502,435502,0,0,0,0,0,0,0,0,1,0,0yrs 1mon,0yrs 1mon,2,0
535434,56759,65987,87.9,63,16309,45,7085,17-01-97,Salaried,25-09-18,10,998,1,1,0,0,0,0,708,D-Very Low Risk,6,3,0,65977,71885,71885,0,0,0,0,0,0,10810,0,3,0,0yrs 3mon,0yrs 7mon,1,0
565051,57759,69547,85.55,63,16309,45,7093,18-11-76,Self employed,9/10/2018,10,998,1,1,0,0,0,0,758,C-Very Low Risk,10,1,0,390508,400000,400000,0,0,0,0,0,0,1317,0,0,0,1yrs 0mon,1yrs 9mon,0,0
505272,61947,74937,85.41,63,16309,45,7084,20-08-89,Salaried,14-09-18,10,998,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
642768,54107,78212,71.6,63,18050,86,7094,27-08-82,Salaried,30-10-18,10,703,1,1,0,0,0,0,810,A-Very Low Risk,5,2,0,40517,183709,61774,0,0,0,0,0,0,0,0,1,0,1yrs 2mon,2yrs 3mon,0,0
465513,43394,62433,72.08,63,18050,86,7093,10/12/1983,Self employed,26-08-18,10,703,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
593996,66713,79900,85,63,18050,86,7098,29-09-76,Self employed,21-10-18,10,703,1,1,0,0,0,0,636,G-Low Risk,4,2,1,181854,186874,186874,0,0,0,0,0,0,3956,0,0,1,1yrs 7mon,2yrs 10mon,0,0
